Gene Name,Gene Id,P‑Value SKATO,P‑Value Burden,P‑Value SKAT,BETA Burden,Details
AOAH,ENSG00000136250,0.00767296082027258,0.0214029960349649,0.00525408788499482,0.0144626190599698,
CCDC78,ENSG00000162004,0.00777139261271353,0.215225769131525,0.00449625481979221,-0.00779292597524309,
HAPLN3,ENSG00000140511,0.0077747386594178,0.683113358457685,0.00380668100629689,0.00228915323278387,
ABCB11,ENSG00000073734,0.00777580361021646,0.0735330488867378,0.00428528237029524,0.00964801437016605,
NR2F2,ENSG00000185551,0.00787380363336831,0.2416496450412,0.00406603634817115,0.0292017492488036,
PNPT1,ENSG00000138035,0.00794841441927296,0.0115478082516747,0.00639198586031975,0.0181518100441588,
MMP19,ENSG00000123342,0.00797336324676023,0.00437856849476903,0.125540088925356,0.0169425839369357,
TNNC2,ENSG00000101470,0.00797753544163937,0.0578890551334628,0.00429627651766362,0.0680066289835245,
U2AF2,ENSG00000063244,0.00806200861420758,0.0342724449283334,0.00497314138052096,0.0536098628285007,
TDRP,ENSG00000180190,0.00810257303183459,0.00733597807603936,0.0106157276369174,0.0325560002441342,
SLC9C2,ENSG00000162753,0.00811408860352636,0.00479836736634165,0.129695256506177,0.0219322746392826,
TCEAL1,ENSG00000172465,0.00812467966224162,0.231015223068066,0.00454845780152835,0.0444013913755239,
RTRAF,ENSG00000087302,0.00812508490946739,0.0733491545259873,0.00502351467667705,0.0231564976913511,
ARHGAP39,ENSG00000147799,0.00816021868011896,0.251654633246438,0.00428727361732406,0.00597576541077365,
TPRKB,ENSG00000144034,0.00816349744611933,0.0630894197416434,0.00443226960071774,0.0541355648556246,
