Gene Name,Gene Id,P‑Value SKATO,P‑Value Burden,P‑Value SKAT,BETA Burden,Details
TSBP1,ENSG00000204296,0.000247280673066452,0.0895154542503789,0.000225369727664182,0.000882065227556406,
PCSK1N,ENSG00000102109,0.000250740477262368,0.0582903481027469,0.000110321719174911,0.00879060854991274,
GRASP,ENSG00000161835,0.000279408760942568,0.216516931621672,0.000125121370238013,0.00178035971434177,
HLA-F,ENSG00000204642,0.000301392655429833,0.00135280034081764,0.000164012081832809,-0.00547559903941765,
PLPP5,ENSG00000147535,0.000318496666982471,0.0410725772776064,0.00013221095816196,0.00958214683075584,
IKZF2,ENSG00000030419,0.000333369050772414,0.0958536654143866,0.000158339514345407,0.00388236091530329,
ZNF93,ENSG00000184635,0.000338039627176268,0.000183813038043601,0.00179664450359718,-0.00434940395230993,
TUBA4A,ENSG00000127824,0.000413153351793927,0.00977671716052342,0.000393973261449965,0.0213544846628486,
LRRC36,ENSG00000159708,0.000416079013917825,0.000467055945098993,0.000555999715156852,0.00319741691993255,
OR2B2,ENSG00000168131,0.000416937420690822,0.0186512132287492,0.000277679165954225,-0.00445278243033636,
CAPN5,ENSG00000149260,0.000450822389725047,0.25961698887394,0.000243575393347073,0.00211096881558142,
C1QTNF7,ENSG00000163145,0.000481024689180432,0.000297515653377767,0.00950070866076613,0.0162737766722049,
HLA-DQA2,ENSG00000237541,0.000510220575825282,0.0347120902799487,0.00029273859029999,0.0047113484356855,
AMD1,ENSG00000123505,0.000517138895198666,0.00039365107954048,0.00613894407151194,0.0285751454959076,
RTN3,ENSG00000133318,0.00053638604045414,0.000672840903569116,0.00117173795568748,0.00734141839048645,
AMACR,ENSG00000242110,0.000551085702977794,0.0304642914670743,0.000254489877597797,0.00644513819957704,
HLA-G,ENSG00000204632,0.000565224026226718,0.000351751050941984,0.0124834217685054,-0.00698008434541484,
CFB,ENSG00000243649,0.000574690503422959,0.91179852317102,0.000270920966827015,-0.000116775626642409,
TRIM7,ENSG00000146054,0.000594091725376389,0.0255686841837675,0.000402651012401667,-0.0039791814508073,
CTAGE15,ENSG00000271079,0.000595585651349984,0.0128315708326766,0.000389185103209178,0.0159517900101945,
MROH1,ENSG00000179832,0.000598753284257292,0.000286573463030848,0.163251893829381,-0.00880068449569044,
MUC22,ENSG00000261272,0.000634189544299613,0.0253027528042656,0.00038021204779759,0.000580525497676473,
C2,ENSG00000166278,0.00065221367706314,0.0267793639931351,0.000323531816620148,0.00365443285481318,
UBD,ENSG00000213886,0.000664903079719226,0.00294906692747054,0.000620958277628758,0.00179081656436052,
AC009779.3,ENSG00000258311,0.000733389083968805,0.0102757738450672,0.000536799515450492,0.00858374288274743,
BLOC1S1,ENSG00000135441,0.00073892189219138,0.0126117875295504,0.000527312562406346,0.00818637760887513,
PEX5,ENSG00000139197,0.000795471329288366,0.000355584885868065,0.0511769704323989,-0.00730640468193504,
CDCA7,ENSG00000144354,0.000809631171241998,0.0616877229967188,0.000361494205854296,0.0104085844537822,
POU5F1,ENSG00000204531,0.000835855356020154,0.00632220284749996,0.000763138641850403,-0.00633967822359977,
TSHR,ENSG00000165409,0.000856742754005602,0.00068718316238825,0.00285991415845277,0.00608921218106297,
OR2J2,ENSG00000204700,0.000948139370319567,0.576980372409599,0.000434639296451156,-0.000724373834998827,
C12orf4,ENSG00000047621,0.000952808160263108,0.958928098883832,0.000433879535595816,0.000131229007665694,
PTPRA,ENSG00000132670,0.000985059503828878,0.52759502491006,0.000467940853078996,-0.00187478391540499,
CDKL2,ENSG00000138769,0.00106754911530904,0.033788521572268,0.000585522336487565,0.00780558115245122,
AL163195.3,ENSG00000259060,0.0010851701019341,0.0785790386746492,0.000618825933044853,0.0075083976929906,
CCNB3,ENSG00000147082,0.00109293447545,0.0685729080521945,0.000648115022199747,-0.0034833407114676,
KCNH3,ENSG00000135519,0.0011189424516308,0.00308246366380671,0.00109763094232807,0.00401864530437983,
DPEP2,ENSG00000167261,0.00112747452645623,0.0135174919195149,0.00085505672114583,0.00479580929219986,
MSH5,ENSG00000204410,0.00116676207019817,0.0045996331513054,0.000824084784504908,0.00270436595979309,
MSH5-SAPCD1,ENSG00000255152,0.0011680944990492,0.00468383638476633,0.000823101819485528,0.00269862218968582,
IKZF3,ENSG00000161405,0.00118585657998882,0.00698082014187096,0.000929556408118204,-0.00581193130097238,
ACSS2,ENSG00000131069,0.00119660082705242,0.0015680351199775,0.00252539078175684,-0.00603167697630015,
LUM,ENSG00000139329,0.00128812500808761,0.00110529861090947,0.00832399512086868,0.0101619566393788,
MRPS11,ENSG00000181991,0.0013746860306969,0.00690287595730754,0.0014820111628866,0.0112179270426203,
RTN4,ENSG00000115310,0.00138577225864356,0.00452054602569074,0.00144765684342296,-0.00336182689044385,
CORO1A,ENSG00000102879,0.00139004417344579,0.0217714360133611,0.00082278836315397,0.00650360434492884,
NMT2,ENSG00000152465,0.00140534943798931,0.000967943060494636,0.0182236559611186,0.0088249209681863,
OR2B6,ENSG00000124657,0.00155932910271817,0.0125933521179278,0.000876581695709033,-0.00432127175232768,
DHX16,ENSG00000204560,0.00156155558462734,0.0150212775739511,0.000936720792952483,0.0041862988692435,
ACAD10,ENSG00000111271,0.00157674756374815,0.586111745998929,0.000732921990093449,-0.000759280844100137,
CLNK,ENSG00000109684,0.00161213934245708,0.00255410623119756,0.00202177712487206,0.00578909318006856,
PLD1,ENSG00000075651,0.00164270959643276,0.000804980679845357,0.0194493103733382,0.00423175550104247,
GIT2,ENSG00000139436,0.00170263643529667,0.00343435564044714,0.00168637008387718,-0.00599326389722103,
CD86,ENSG00000114013,0.00172924134011221,0.027367667860364,0.000812643926202838,0.00613498770205188,
NDST2,ENSG00000166507,0.00174831570772016,0.000805576952706444,0.491504101450452,-0.00661182003691207,
LAMA5,ENSG00000130702,0.0017834007518871,0.00121157109102743,0.0140466530550215,0.00118084114971593,
FAM110D,ENSG00000197245,0.00178703818054704,0.00170362783249733,0.00326120354309467,0.00921107896327413,
ZNF583,ENSG00000198440,0.00179756692623834,0.000874094972731276,0.115265167088529,0.0148922905814856,
RNASE12,ENSG00000258436,0.00180127797231366,0.140845917657127,0.000937804599538294,0.00589918326900022,
AC008878.2,ENSG00000268614,0.00182262022600976,0.0306036333704754,0.00115780494591755,0.0272112337827447,
HAO2,ENSG00000116882,0.00183626116130464,0.000953445919333551,0.0199140347208453,-0.00767959648740753,
GPC5,ENSG00000179399,0.00199397718852268,0.00114748523166608,0.0389874508196189,-0.00767683563665658,
H2BFWT,ENSG00000123569,0.00199560270061039,0.00288053162555024,0.00208363943594991,-0.00581349270616558,
PPP1R18,ENSG00000146112,0.00201277948768031,0.013167622071375,0.00113535430406442,0.0034951408496574,
RBKS,ENSG00000171174,0.00210634964689282,0.00162770600345596,0.0419760664021558,0.0088968659895546,
OR2B3,ENSG00000204703,0.00214888146752823,0.00128394721580127,0.00361930891694495,-0.0054080503600325,
HLA-A,ENSG00000206503,0.00217535313355199,0.00142050060093646,0.0540093072510257,-0.00130773129088484,
ASB7,ENSG00000183475,0.00220875442818902,0.0788676370618303,0.00109714495819235,0.0163387353029993,
MRTFA,ENSG00000196588,0.00225513106445918,0.309515527149456,0.00111907614664575,0.00164100581093803,
MPIG6B,ENSG00000204420,0.00231262239398233,0.00314797174964387,0.00273523650924834,-0.00889367469590151,
DCUN1D1,ENSG00000043093,0.00233458526561803,0.00135885376204703,0.0217544380050807,0.031982145870774,
CCDC69,ENSG00000198624,0.00235078360395946,0.00157624412303026,0.0230073961033568,0.00675753458608763,
CSPP1,ENSG00000104218,0.0024057608680973,0.826417547676607,0.00138577212432678,0.000268662510604101,
OR51F2,ENSG00000176925,0.00247516646205137,0.0138558321732591,0.00171252207540484,0.00617919017605758,
KDM5B,ENSG00000117139,0.00254770191943798,0.325540067666284,0.00117894126994655,0.00151415069578179,
TREX1,ENSG00000213689,0.00259946222820684,0.00185046196633032,0.0504223609754726,-0.00867859722914181,
SKIV2L,ENSG00000204351,0.00262755690872174,0.628205196215648,0.00120553409659852,-0.000584578641169305,
BNIPL,ENSG00000163141,0.00265553861872325,0.144387844625224,0.00128391721140453,0.00241953937255509,
